Title,Recommendations
Pac-Man Championship Edition,"['God of War', 'Forza Horizon 2', 'Street Fighter V: Arcade Edition', 'Burnout 3: Takedown', 'Mortal Kombat']"
Rogue Galaxy,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Witcher 2: Assassins of Kings', 'Persona 5']"
inFamous 2,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Nintendogs: Chihuahua & Friends,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V']"
Tekken Tag Tournament 2,"['The Witcher 3: Wild Hunt', 'The Last of Us', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'Super Smash Bros. Brawl']"
Yakuza 5,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
FIFA Soccer 08,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V', 'Pro Evolution Soccer 2016']"
Zero Escape: Zero Time Dilemma,"['Portal 2', 'The Legend of Zelda: Skyward Sword', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Skylanders Swap Force,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'Persona 5']"
Call of Duty: Advanced Warfare,"['Call of Duty: Modern Warfare 3', 'Battlefield 3', '""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Last of Us']"
Overcooked! 2,"['The Elder Scrolls V: Skyrim', 'Portal 2', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'Persona 5']"
WarioWare: Smooth Moves,"['The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'Call of Duty: Modern Warfare 3', 'Portal 2']"
Tiger Woods PGA Tour 06,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Tiger Woods PGA Tour 10']"
The Sexy Brutale,"['The Witcher 3: Wild Hunt', 'BioShock Infinite', 'Portal 2', '""Uncharted 4: A Thiefs End""', 'Persona 5']"
MLB 14: The Show,"['Portal 2', 'Battlefield 3', 'Starcraft II: Wings of Liberty', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
Helldivers,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'Portal 2', '""Uncharted 4: A Thiefs End""']"
Worldwide Soccer Manager 2009,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Legend of Zelda: Skyward Sword']"
Torchlight,"['The Witcher 3: Wild Hunt', 'The Last of Us', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Persona 5']"
Valdis Story: Abyssal City,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Hollow Knight']"
Art Style: PiCTOBiTS,"['The Witcher 3: Wild Hunt', 'Minecraft', 'BioShock Infinite', 'Mass Effect 2', 'Portal 2']"
Sonic Advance 2,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Rayman 3,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'Super Mario 3D World', 'Super Mario 64', 'The Legend of Zelda: Breath of the Wild']"
Steel Battalion,"['The Witcher 3: Wild Hunt', 'Titanfall', 'MechAssault', 'Titanfall 2', 'Xenogears']"
XGIII: Extreme G Racing,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'Call of Duty: Modern Warfare 3']"
FIFA 2001,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Crimson Skies,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Octopath Traveler,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
NBA 2K15,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Danganronpa 1-2 Reload,"['The Witcher 3: Wild Hunt', 'BioShock Infinite', 'Persona 5', 'The Witcher 2: Assassins of Kings', 'Portal 2']"
Nintendogs: Lab & Friends,"['The Last of Us', '""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite']"
Xenoblade Chronicles 2,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
Need for Speed Most Wanted,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
RACE 07: Official WTCC Game,"['Grand Theft Auto V', 'Gran Turismo 5', 'Burnout 3: Takedown', 'The Elder Scrolls V: Skyrim', 'Forza Horizon 2']"
2010 FIFA World Cup South Africa,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Gravity Rush,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Persona 4 Golden']"
Pokemon Omega Ruby,"['Pokemon X', 'Pokemon Y', 'The Witcher 3: Wild Hunt', 'Pokemon Ultra Sun', 'Pokemon Black Version']"
Horizon Zero Dawn: The Frozen Wilds,"['The Legend of Zelda: Breath of the Wild', 'Horizon Zero Dawn', 'Call of Duty: Modern Warfare 3', 'Portal 2', 'The Elder Scrolls V: Skyrim']"
Ninja Gaiden: Dragon Sword,"['The Legend of Zelda: Breath of the Wild', 'Ninja Gaiden Black', 'Ninja Gaiden II', 'The Legend of Zelda: Skyward Sword', 'Super Mario Odyssey']"
Rhythm Heaven Fever,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'BioShock Infinite']"
Ms. 'Splosion Man,"['""Ms. Splosion Man""', 'Half-Life 2', '""Splosion Man""', 'Kerbal Space Program', 'Pinball FX 2']"
SUPERHOT,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Quake']"
CastleStorm,"['Call of Duty: Modern Warfare 3', 'Starcraft II: Wings of Liberty', 'The Witcher 3: Wild Hunt', 'Battlefield 3', 'Call of Duty: Modern Warfare 2']"
EverQuest II: Rise of Kunark,"['Destiny: The Taken King', 'Portal 2', 'Call of Duty: Modern Warfare 3', 'Battlefield 3', 'Starcraft II: Wings of Liberty']"
Ninja Gaiden Sigma 2,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us']"
Dragon Quest Heroes: Rocket Slime,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'God of War', 'Super Mario Odyssey']"
Sleeping Dogs,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite']"
Contra 4,"['The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Cuphead', 'Shovel Knight']"
Street Fighter: 30th Anniversary Collection,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Super Smash Bros. Brawl', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Rhythm Heaven,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Path of Exile: The Fall of Oriath,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'Portal 2', 'The Last of Us']"
The Legend of Heroes: Trails in the Sky the 3rd,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Far Cry 4', 'Final Fantasy XIV: Heavensward', 'Far Cry 5']"
Dark Age of Camelot: Catacombs,"['The Witcher 3: Wild Hunt', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
ABZU,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Nintendogs: Dalmatian & Friends,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
Spore Creature Creator,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Minecraft', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite']"
Final Fantasy V Advance,"['The Witcher 3: Wild Hunt', 'Final Fantasy XV', 'Final Fantasy IX', 'Final Fantasy XIII', '""Uncharted 4: A Thiefs End""']"
Colin McRae Rally 2005,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V']"
All-Star Baseball 2003,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Portal 2', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
Luftrausers,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'The Legend of Zelda: Breath of the Wild']"
And Yet It Moves,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Tribes: Vengeance,"['The Witcher 3: Wild Hunt', 'Portal 2', 'Grand Theft Auto V', 'Tribes: Ascend', 'Team Fortress 2']"
Hitman: Absolution,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Hitman: Blood Money', 'Hitman 2: Silent Assassin', '""Uncharted 4: A Thiefs End""']"
Hitman: Blood Money,"['""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Kirby Mass Attack,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Tales From The Borderlands: Episode 3 - Catch A Ride,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us']"
L.A. Noire: The Complete Edition,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
Brutal Legend,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Last of Us']"
VVVVVV,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
GTR Evolution,"['Shift 2: Unleashed', 'GT Legends', 'Need for Speed: Shift', 'GTR: FIA GT Racing Game', 'RACE 07: Official WTCC Game']"
Life is Strange: Episode 5 - Polarized,"['The Last of Us', 'Mass Effect 3', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Witcher 2: Assassins of Kings']"
Bully: Scholarship Edition,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
SteamWorld Dig,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Portal 2', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
BROFORCE,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V']"
Disgaea 2: Dark Hero Days,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Persona 5']"
Wipeout Fusion,"['Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Call of Duty: Modern Warfare 3', '""Uncharted 4: A Thiefs End""']"
Independence War 2: Edge of Chaos,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Myst III: Exile,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Call of Duty: Modern Warfare 3']"
Final Fantasy Tactics,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Final Fantasy XIII', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
Ace Combat 2,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Legend of Zelda: Ocarina of Time']"
Superbrothers: Sword & Sworcery EP,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'The Last of Us', 'God of War']"
Sid Meier's Civilization IV: Colonization,"['Grand Theft Auto V', '""Sid Meiers Civilization IV: Colonization""', 'Europa Universalis IV', 'The Last of Us', '""Sid Meiers Alpha Centauri""']"
Pro Evolution Soccer 2008,"['The Legend of Zelda: Skyward Sword', 'The Witcher 3: Wild Hunt', 'Super Mario Galaxy', 'Pro Evolution Soccer 2016', 'ESPN NFL 2K5']"
Steel Division: Normandy 44,"['Starcraft II: Wings of Liberty', 'Company of Heroes', 'Starcraft', 'Warhammer 40,000: Dawn of War II', 'Supreme Commander: Forged Alliance']"
Hearts of Iron IV,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
Nintendogs: Dachshund & Friends,"['""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
Europa Universalis III,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Rhythm Heaven Megamix,"['Rock Band 3', 'Portal 2', 'The Legend of Zelda: Skyward Sword', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim']"
Door Kickers,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'BioShock Infinite', 'Company of Heroes']"
Counter-Strike: Global Offensive,"['Counter-Strike: Source', 'Counter-Strike', 'Team Fortress 2', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
Frequency,"['The Legend of Zelda: Breath of the Wild', 'Portal 2', 'The Witcher 3: Wild Hunt', 'The Last of Us', '""Uncharted 4: A Thiefs End""']"
MLB 07: The Show,"['Call of Duty: Modern Warfare 3', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto: Liberty City Stories']"
Theatrhythm Final Fantasy: Curtain Call,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Portal 2', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
Boktai: The Sun Is in Your Hand,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Legend of Zelda: Skyward Sword']"
Harvest Moon: Magical Melody,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Stardew Valley', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""']"
Pokemon Platinum Version,"['Pokemon Diamond Version', 'Pokemon X', 'Pokemon Ultra Sun', 'Pokemon Y', 'Pokemon Black Version']"
Valkyria Chronicles II,"['Persona 5', 'Persona 4 Golden', 'Grand Theft Auto V', 'Persona 4 Arena', 'Shin Megami Tensei: Persona 3']"
BlazBlue: Continuum Shift Extend,"['Grand Theft Auto V', 'Super Smash Bros. Brawl', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Odin Sphere,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Persona 5', 'The Witcher 2: Assassins of Kings', '""Uncharted 4: A Thiefs End""']"
Tony Hawk's Underground 2 Remix,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Battlefield 3', 'The Legend of Zelda: Breath of the Wild']"
Maximo vs Army of Zin,"['The Witcher 3: Wild Hunt', 'Portal 2', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Super Mario 3D World']"
Metal Arms: Glitch in the System,"['""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite']"
ESPN College Hoops,"['Portal 2', 'Grand Theft Auto V', 'Bloodborne', 'Batman: Arkham City', 'Starcraft II: Wings of Liberty']"
High Heat Major League Baseball 2004,"['The Witcher 3: Wild Hunt', 'Portal 2', 'The Witcher 2: Assassins of Kings', 'Half-Life 2', 'The Elder Scrolls V: Skyrim']"
MechWarrior 4: Mercenaries,"['The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us', 'The Witcher 3: Wild Hunt', 'Portal 2']"
F1 2001,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite']"
Breath of Fire IV,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'BioShock Infinite']"
Mario Kart 64,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Last of Us']"
"Invisible, Inc.","['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Persona 5']"
WarioWare D.I.Y.,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
Wipeout Pulse,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Defense Grid: The Awakening,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Plants vs. Zombies', 'Dungeon Defenders']"
Gears of War: Ultimate Edition,"['Gears of War 2', 'Gears of War', 'Metal Gear Solid 4: Guns of the Patriots', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim']"
Tomb Raider: Legend,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'Portal 2', 'Grand Theft Auto V']"
Tom Clancy's Rainbow Six Vegas 2,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Portal 2', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
The Book of Unwritten Tales,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Ys: Memories of Celceta,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Persona 4 Golden']"
Laser League,"['Starcraft II: Wings of Liberty', 'Battlefield 3', 'Call of Duty: Modern Warfare 3', 'Portal 2', 'Grand Theft Auto V']"
BioShock 2: Minerva's Den,"['Portal 2', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
KORG DS-10 Synthesizer,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Watch Dogs 2,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite']"
Dance Central,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Dance Central 3', 'Bloodborne', '""Uncharted 4: A Thiefs End""']"
Capitalism II,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim']"
Rally Trophy,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Gran Turismo 5', 'Portal 2', 'The Elder Scrolls V: Skyrim']"
GT Advance Championship Racing,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Pokemon Alpha Sapphire,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'Pokemon X', 'Pokemon Ultra Sun']"
Dark Souls III: The Ringed City,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Bloodborne', 'Dark Souls']"
Dawn of Discovery,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Pinball FX3,"['The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V', 'Pinball FX 2', 'ZEN Pinball 2', 'Pinball Hall of Fame: The Williams Collection']"
Hot Shots Golf: Open Tee 2,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V']"
City of Villains,"['The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Call of Duty: Modern Warfare 3']"
